time(s),V_m,Current (A),Cycle,Cap
788,4.002,1,1,2.840816667
789,4.002,0.999,1,2.840816667
790,4.001,0.998,1,2.840816667
791,4.001,0.997,1,2.840816667
792,4.001,0.997,1,2.840816667
793,4.001,0.997,1,2.840816667
794,4.001,0.997,1,2.840816667
795,4.001,0.997,1,2.840816667
796,4.001,0.998,1,2.840816667
797,4.001,0.998,1,2.840816667
798,4.001,1,1,2.840816667
799,4.001,1.001,1,2.840816667
800,4.001,1.001,1,2.840816667
801,4.001,1.002,1,2.840816667
802,4.001,1.001,1,2.840816667
803,4.001,1.001,1,2.840816667
804,4.001,1.001,1,2.840816667
805,4.001,0.999,1,2.840816667
806,4.001,0.998,1,2.840816667
807,4.001,0.997,1,2.840816667
808,4.001,0.996,1,2.840816667
809,4,0.996,1,2.840816667
810,4,0.997,1,2.840816667
811,4.001,0.997,1,2.840816667
812,4.001,0.998,1,2.840816667
813,4.001,0.998,1,2.840816667
814,4.001,0.999,1,2.840816667
815,4.001,1.001,1,2.840816667
816,4.001,1.001,1,2.840816667
817,4.001,1.002,1,2.840816667
818,4.001,1.002,1,2.840816667
819,4,1.002,1,2.840816667
820,4,1.001,1,2.840816667
821,4.001,1.001,1,2.840816667
822,4,0.999,1,2.840816667
823,4,0.999,1,2.840816667
824,4,0.998,1,2.840816667
825,4,0.998,1,2.840816667
826,4,0.997,1,2.840816667
827,4,0.997,1,2.840816667
828,4,0.996,1,2.840816667
829,4,0.996,1,2.840816667
830,4,0.997,1,2.840816667
831,4,0.997,1,2.840816667
832,4,0.998,1,2.840816667
833,4,0.999,1,2.840816667
834,4,0.999,1,2.840816667
835,4,1.002,1,2.840816667
836,4,1.001,1,2.840816667
837,4,1.002,1,2.840816667
838,4,1.001,1,2.840816667
839,4,1.001,1,2.840816667
840,3.999,1,1,2.840816667
841,3.999,1,1,2.840816667
842,3.999,0.998,1,2.840816667
843,3.999,0.998,1,2.840816667
844,3.999,0.996,1,2.840816667
845,3.999,0.996,1,2.840816667
846,3.999,0.997,1,2.840816667
847,3.999,0.997,1,2.840816667
848,3.999,0.998,1,2.840816667
849,3.999,0.999,1,2.840816667
850,3.999,1,1,2.840816667
851,3.999,1,1,2.840816667
852,3.999,1.001,1,2.840816667
853,3.999,1.002,1,2.840816667
854,3.999,1.001,1,2.840816667
855,3.999,1.001,1,2.840816667
856,3.999,1,1,2.840816667
857,3.999,0.999,1,2.840816667
858,3.999,0.997,1,2.840816667
859,3.998,0.997,1,2.840816667
860,3.998,0.996,1,2.840816667
861,3.998,0.997,1,2.840816667
862,3.998,0.997,1,2.840816667
863,3.998,0.998,1,2.840816667
864,3.998,0.998,1,2.840816667
865,3.998,1,1,2.840816667
866,3.998,1.001,1,2.840816667
867,3.999,1.002,1,2.840816667
868,3.998,1.002,1,2.840816667
869,3.998,1.002,1,2.840816667
870,3.998,1.002,1,2.840816667
871,3.998,1.001,1,2.840816667
872,3.998,1,1,2.840816667
873,3.998,1,1,2.840816667
874,3.998,0.998,1,2.840816667
875,3.998,0.998,1,2.840816667
876,3.998,0.997,1,2.840816667
877,3.998,0.996,1,2.840816667
878,3.998,0.996,1,2.840816667
879,3.998,0.997,1,2.840816667
880,3.998,0.997,1,2.840816667
881,3.998,0.999,1,2.840816667
882,3.998,1,1,2.840816667
883,3.998,1.001,1,2.840816667
884,3.998,1.002,1,2.840816667
885,3.998,1.001,1,2.840816667
886,3.998,1.001,1,2.840816667
887,3.997,1,1,2.840816667
888,3.997,0.998,1,2.840816667
889,3.997,0.998,1,2.840816667
890,3.997,0.996,1,2.840816667
891,3.997,0.996,1,2.840816667
892,3.997,0.996,1,2.840816667
893,3.997,0.997,1,2.840816667
894,3.997,0.998,1,2.840816667
895,3.997,0.999,1,2.840816667
896,3.997,1,1,2.840816667
897,3.997,1.002,1,2.840816667
898,3.997,1.002,1,2.840816667
899,3.997,1.002,1,2.840816667
900,3.997,1,1,2.840816667
901,3.997,1.001,1,2.840816667
902,3.997,0.999,1,2.840816667
903,3.997,0.997,1,2.840816667
904,3.997,0.996,1,2.840816667
905,3.996,0.996,1,2.840816667
906,3.996,0.997,1,2.840816667
907,3.996,0.997,1,2.840816667
908,3.996,0.999,1,2.840816667
909,3.996,0.999,1,2.840816667
910,3.997,1.002,1,2.840816667
911,3.997,1.002,1,2.840816667
912,3.996,1.001,1,2.840816667
913,3.996,1.001,1,2.840816667
914,3.996,0.999,1,2.840816667
915,3.996,0.997,1,2.840816667
916,3.996,0.997,1,2.840816667
917,3.996,0.996,1,2.840816667
918,3.996,0.998,1,2.840816667
919,3.996,0.998,1,2.840816667
920,3.996,1,1,2.840816667
921,3.996,1.002,1,2.840816667
922,3.996,1.002,1,2.840816667
923,3.996,1.002,1,2.840816667
924,3.996,1,1,2.840816667
925,3.996,0.999,1,2.840816667
926,3.996,0.997,1,2.840816667
927,3.996,0.996,1,2.840816667
928,3.996,0.996,1,2.840816667
929,3.996,0.997,1,2.840816667
930,3.996,0.998,1,2.840816667
931,3.996,1,1,2.840816667
932,3.996,1,1,2.840816667
933,3.996,1.002,1,2.840816667
934,3.996,1.002,1,2.840816667
935,3.996,1.001,1,2.840816667
936,3.995,1,1,2.840816667
937,3.995,0.999,1,2.840816667
938,3.995,0.997,1,2.840816667
939,3.995,0.996,1,2.840816667
940,3.995,0.997,1,2.840816667
941,3.995,0.997,1,2.840816667
942,3.995,0.999,1,2.840816667
943,3.995,1.001,1,2.840816667
944,3.995,1.002,1,2.840816667
945,3.995,1.001,1,2.840816667
946,3.995,1.001,1,2.840816667
947,3.995,0.999,1,2.840816667
948,3.995,0.998,1,2.840816667
949,3.995,0.996,1,2.840816667
950,3.995,0.996,1,2.840816667
951,3.995,0.997,1,2.840816667
952,3.995,0.999,1,2.840816667
953,3.995,1,1,2.840816667
954,3.995,1.001,1,2.840816667
955,3.995,1.002,1,2.840816667
956,3.995,1.001,1,2.840816667
957,3.995,1,1,2.840816667
958,3.994,0.999,1,2.840816667
959,3.994,0.997,1,2.840816667
960,3.994,0.997,1,2.840816667
961,3.994,0.996,1,2.840816667
962,3.994,0.997,1,2.840816667
963,3.994,0.998,1,2.840816667
964,3.994,0.998,1,2.840816667
965,3.994,1,1,2.840816667
966,3.994,1.002,1,2.840816667
967,3.994,1.002,1,2.840816667
968,3.994,1.001,1,2.840816667
969,3.994,1,1,2.840816667
970,3.994,0.999,1,2.840816667
971,3.994,0.999,1,2.840816667
972,3.994,0.997,1,2.840816667
973,3.994,0.996,1,2.840816667
974,3.994,0.997,1,2.840816667
975,3.994,0.998,1,2.840816667
976,3.994,0.999,1,2.840816667
977,3.994,1.001,1,2.840816667
978,3.994,1.001,1,2.840816667
979,3.994,1.002,1,2.840816667
980,3.994,1.001,1,2.840816667
981,3.993,1.001,1,2.840816667
982,3.993,0.999,1,2.840816667
983,3.993,0.998,1,2.840816667
984,3.993,0.996,1,2.840816667
985,3.993,0.996,1,2.840816667
986,3.993,0.997,1,2.840816667
987,3.993,0.997,1,2.840816667
988,3.993,0.999,1,2.840816667
989,3.993,1,1,2.840816667
990,3.993,1.001,1,2.840816667
991,3.993,1.002,1,2.840816667
992,3.993,1.002,1,2.840816667
993,3.993,1.001,1,2.840816667
994,3.993,1,1,2.840816667
995,3.993,0.999,1,2.840816667
996,3.993,0.998,1,2.840816667
997,3.993,0.996,1,2.840816667
998,3.992,0.996,1,2.840816667
999,3.992,0.996,1,2.840816667
1000,3.992,0.997,1,2.840816667
1001,3.993,0.998,1,2.840816667
1002,3.992,0.999,1,2.840816667
1003,3.993,1,1,2.840816667
1004,3.993,1.002,1,2.840816667
1005,3.992,1.002,1,2.840816667
1006,3.993,1.002,1,2.840816667
1007,3.992,1.001,1,2.840816667
1008,3.992,1,1,2.840816667
1009,3.992,0.999,1,2.840816667
1010,3.992,0.998,1,2.840816667
1011,3.992,0.997,1,2.840816667
1012,3.992,0.996,1,2.840816667
1013,3.992,0.996,1,2.840816667
1014,3.992,0.997,1,2.840816667
1015,3.992,0.997,1,2.840816667
1016,3.992,0.999,1,2.840816667
1017,3.992,1,1,2.840816667
1018,3.992,1.001,1,2.840816667
1019,3.992,1.001,1,2.840816667
1020,3.992,1.002,1,2.840816667
1021,3.992,1.002,1,2.840816667
1022,3.992,1.002,1,2.840816667
1023,3.992,1.001,1,2.840816667
1024,3.992,1.001,1,2.840816667
1025,3.992,1,1,2.840816667
1026,3.992,1,1,2.840816667
1027,3.991,0.999,1,2.840816667
1028,3.991,0.999,1,2.840816667
1029,3.991,0.999,1,2.840816667
1030,3.991,0.997,1,2.840816667
1031,3.991,0.998,1,2.840816667
1032,3.991,0.996,1,2.840816667
1033,3.991,0.997,1,2.840816667
1034,3.991,0.996,1,2.840816667
1035,3.991,0.996,1,2.840816667
1036,3.991,0.997,1,2.840816667
1037,3.991,0.996,1,2.840816667
1038,3.991,0.996,1,2.840816667
1039,3.991,0.997,1,2.840816667
1040,3.991,0.997,1,2.840816667
1041,3.991,0.998,1,2.840816667
1042,3.991,0.998,1,2.840816667
1043,3.991,0.997,1,2.840816667
1044,3.991,0.998,1,2.840816667
1045,3.991,0.999,1,2.840816667
1046,3.991,0.999,1,2.840816667
1047,3.991,1,1,2.840816667
1048,3.991,1,1,2.840816667
1049,3.991,1,1,2.840816667
1050,3.991,1.001,1,2.840816667
1051,3.991,1.001,1,2.840816667
1052,3.991,1.002,1,2.840816667
1053,3.991,1.001,1,2.840816667
1054,3.991,1.002,1,2.840816667
1055,3.991,1.002,1,2.840816667
1056,3.991,1.002,1,2.840816667
1057,3.99,1.002,1,2.840816667
1058,3.99,1.002,1,2.840816667
1059,3.99,1.001,1,2.840816667
1060,3.99,1.001,1,2.840816667
1061,3.99,1,1,2.840816667
1062,3.99,1.001,1,2.840816667
1063,3.99,1.001,1,2.840816667
1064,3.99,1,1,2.840816667
1065,3.99,0.999,1,2.840816667
1066,3.99,0.999,1,2.840816667
1067,3.99,0.999,1,2.840816667
1068,3.99,0.998,1,2.840816667
1069,3.99,0.998,1,2.840816667
1070,3.99,0.997,1,2.840816667
1071,3.99,0.996,1,2.840816667
1072,3.989,0.996,1,2.840816667
1073,3.989,0.997,1,2.840816667
1074,3.989,0.996,1,2.840816667
1075,3.989,0.997,1,2.840816667
1076,3.989,0.996,1,2.840816667
1077,3.989,0.997,1,2.840816667
1078,3.989,0.998,1,2.840816667
1079,3.989,0.998,1,2.840816667
1080,3.989,0.999,1,2.840816667
1081,3.989,0.999,1,2.840816667
1082,3.989,1,1,2.840816667
1083,3.989,1,1,2.840816667
1084,3.989,1.001,1,2.840816667
1085,3.989,1.001,1,2.840816667
1086,3.989,1.002,1,2.840816667
1087,3.989,1.002,1,2.840816667
1088,3.989,1.002,1,2.840816667
1089,3.989,1.002,1,2.840816667
1090,3.989,1.001,1,2.840816667
1091,3.989,1.001,1,2.840816667
1092,3.989,1.001,1,2.840816667
1093,3.989,1.001,1,2.840816667
1094,3.989,0.999,1,2.840816667
1095,3.989,1,1,2.840816667
1096,3.989,0.998,1,2.840816667
1097,3.988,0.998,1,2.840816667
1098,3.988,0.997,1,2.840816667
1099,3.988,0.997,1,2.840816667
1100,3.988,0.996,1,2.840816667
1101,3.988,0.997,1,2.840816667
1102,3.988,0.996,1,2.840816667
1103,3.988,0.996,1,2.840816667
1104,3.988,0.997,1,2.840816667
1105,3.988,0.997,1,2.840816667
1106,3.988,0.997,1,2.840816667
1107,3.988,0.997,1,2.840816667
1108,3.988,0.998,1,2.840816667
1109,3.988,0.998,1,2.840816667
1110,3.988,0.998,1,2.840816667
1111,3.988,0.999,1,2.840816667
1112,3.988,0.999,1,2.840816667
1113,3.988,1,1,2.840816667
1114,3.988,1,1,2.840816667
1115,3.988,1,1,2.840816667
1116,3.988,1.001,1,2.840816667
1117,3.988,1,1,2.840816667
1118,3.988,1.001,1,2.840816667
1119,3.988,1.002,1,2.840816667
1120,3.988,1.002,1,2.840816667
1121,3.988,1.002,1,2.840816667
1122,3.988,1.002,1,2.840816667
1123,3.988,1.002,1,2.840816667
1124,3.988,1.002,1,2.840816667
1125,3.987,1.001,1,2.840816667
1126,3.987,1.001,1,2.840816667
1127,3.987,1,1,2.840816667
1128,3.987,1,1,2.840816667
1129,3.987,0.999,1,2.840816667
1130,3.987,0.997,1,2.840816667
1131,3.987,0.997,1,2.840816667
1132,3.987,0.996,1,2.840816667
1133,3.987,0.996,1,2.840816667
1134,3.987,0.996,1,2.840816667
1135,3.987,0.998,1,2.840816667
1136,3.987,0.998,1,2.840816667
1137,3.987,0.999,1,2.840816667
1138,3.987,1,1,2.840816667
1139,3.987,1.001,1,2.840816667
1140,3.987,1.002,1,2.840816667
1141,3.987,1.002,1,2.840816667
1142,3.987,1.001,1,2.840816667
1143,3.987,1.001,1,2.840816667
1144,3.986,1,1,2.840816667
1145,3.986,0.999,1,2.840816667
1146,3.986,0.998,1,2.840816667
1147,3.986,0.998,1,2.840816667
1148,3.986,0.997,1,2.840816667
1149,3.986,0.997,1,2.840816667
1150,3.986,0.996,1,2.840816667
1151,3.986,0.997,1,2.840816667
1152,3.986,0.997,1,2.840816667
1153,3.986,0.998,1,2.840816667
1154,3.986,0.998,1,2.840816667
1155,3.986,1,1,2.840816667
1156,3.986,1,1,2.840816667
1157,3.986,1.002,1,2.840816667
1158,3.986,1.002,1,2.840816667
1159,3.986,1.002,1,2.840816667
1160,3.986,1.002,1,2.840816667
1161,3.986,1.001,1,2.840816667
1162,3.986,1,1,2.840816667
1163,3.986,1,1,2.840816667
1164,3.986,0.999,1,2.840816667
1165,3.986,0.999,1,2.840816667
1166,3.985,0.997,1,2.840816667
1167,3.985,0.996,1,2.840816667
1168,3.985,0.997,1,2.840816667
1169,3.985,0.996,1,2.840816667
1170,3.985,0.996,1,2.840816667
1171,3.985,0.997,1,2.840816667
1172,3.985,0.997,1,2.840816667
1173,3.985,0.999,1,2.840816667
1174,3.985,1,1,2.840816667
1175,3.985,1.001,1,2.840816667
1176,3.985,1.002,1,2.840816667
1177,3.985,1.002,1,2.840816667
1178,3.985,1.001,1,2.840816667
1179,3.985,1,1,2.840816667
1180,3.985,0.999,1,2.840816667
1181,3.985,0.999,1,2.840816667
1182,3.985,0.997,1,2.840816667
1183,3.984,0.996,1,2.840816667
1184,3.985,0.997,1,2.840816667
1185,3.985,0.997,1,2.840816667
1186,3.984,0.998,1,2.840816667
1187,3.985,0.999,1,2.840816667
1188,3.985,1,1,2.840816667
1189,3.985,1.001,1,2.840816667
1190,3.985,1.002,1,2.840816667
1191,3.985,1.002,1,2.840816667
1192,3.984,1.001,1,2.840816667
1193,3.984,1.001,1,2.840816667
1194,3.984,0.999,1,2.840816667
1195,3.984,0.999,1,2.840816667
1196,3.984,0.998,1,2.840816667
1197,3.984,0.998,1,2.840816667
1198,3.984,0.997,1,2.840816667
1199,3.984,0.996,1,2.840816667
1200,3.984,0.996,1,2.840816667
1201,3.984,0.997,1,2.840816667
1202,3.984,0.998,1,2.840816667
1203,3.984,0.999,1,2.840816667
1204,3.984,1,1,2.840816667
1205,3.984,1.001,1,2.840816667
1206,3.984,1.002,1,2.840816667
1207,3.984,1.001,1,2.840816667
1208,3.984,1,1,2.840816667
1209,3.984,1,1,2.840816667
1210,3.983,0.998,1,2.840816667
1211,3.983,0.997,1,2.840816667
1212,3.983,0.996,1,2.840816667
1213,3.983,0.996,1,2.840816667
1214,3.983,0.997,1,2.840816667
1215,3.983,0.999,1,2.840816667
1216,3.983,1,1,2.840816667
1217,3.983,1.002,1,2.840816667
1218,3.983,1.001,1,2.840816667
1219,3.983,1,1,2.840816667
1220,3.983,1,1,2.840816667
1221,3.983,0.998,1,2.840816667
1222,3.983,0.997,1,2.840816667
1223,3.983,0.997,1,2.840816667
1224,3.983,0.997,1,2.840816667
1225,3.983,0.999,1,2.840816667
1226,3.983,1.001,1,2.840816667
1227,3.983,1.002,1,2.840816667
1228,3.983,1.001,1,2.840816667
1229,3.983,1.001,1,2.840816667
1230,3.983,0.999,1,2.840816667
1231,3.982,0.998,1,2.840816667
1232,3.982,0.997,1,2.840816667
1233,3.982,0.996,1,2.840816667
1234,3.982,0.996,1,2.840816667
1235,3.982,0.997,1,2.840816667
1236,3.982,0.998,1,2.840816667
1237,3.982,0.999,1,2.840816667
1238,3.982,1.001,1,2.840816667
1239,3.982,1.002,1,2.840816667
1240,3.982,1.002,1,2.840816667
1241,3.982,1.002,1,2.840816667
1242,3.982,1,1,2.840816667
1243,3.982,1,1,2.840816667
1244,3.982,0.998,1,2.840816667
1245,3.982,0.998,1,2.840816667
1246,3.982,0.997,1,2.840816667
1247,3.981,0.996,1,2.840816667
1248,3.982,0.996,1,2.840816667
1249,3.981,0.996,1,2.840816667
1250,3.981,0.997,1,2.840816667
1251,3.981,0.998,1,2.840816667
1252,3.981,0.998,1,2.840816667
1253,3.982,0.999,1,2.840816667
1254,3.981,1.001,1,2.840816667
1255,3.981,1.001,1,2.840816667
1256,3.981,1.002,1,2.840816667
1257,3.981,1.002,1,2.840816667
1258,3.981,1.001,1,2.840816667
1259,3.981,1.001,1,2.840816667
1260,3.981,1,1,2.840816667
1261,3.981,1,1,2.840816667
1262,3.981,0.999,1,2.840816667
1263,3.981,0.997,1,2.840816667
1264,3.981,0.997,1,2.840816667
1265,3.981,0.996,1,2.840816667
1266,3.981,0.996,1,2.840816667
1267,3.981,0.997,1,2.840816667
1268,3.981,0.997,1,2.840816667
1269,3.981,0.998,1,2.840816667
1270,3.981,0.999,1,2.840816667
1271,3.981,1,1,2.840816667
1272,3.981,1.001,1,2.840816667
1273,3.981,1.002,1,2.840816667
1274,3.981,1.002,1,2.840816667
1275,3.981,1.001,1,2.840816667
1276,3.981,1.002,1,2.840816667
1277,3.981,1.002,1,2.840816667
1278,3.98,1.001,1,2.840816667
1279,3.98,1.001,1,2.840816667
1280,3.98,1,1,2.840816667
1281,3.98,1,1,2.840816667
1282,3.98,1,1,2.840816667
1283,3.98,0.999,1,2.840816667
1284,3.98,0.999,1,2.840816667
1285,3.98,0.998,1,2.840816667
1286,3.98,0.997,1,2.840816667
1287,3.98,0.997,1,2.840816667
1288,3.98,0.996,1,2.840816667
1289,3.979,0.996,1,2.840816667
1290,3.979,0.996,1,2.840816667
1291,3.979,0.996,1,2.840816667
1292,3.979,0.997,1,2.840816667
1293,3.979,0.997,1,2.840816667
1294,3.979,0.998,1,2.840816667
1295,3.979,0.998,1,2.840816667
1296,3.979,0.999,1,2.840816667
1297,3.98,1,1,2.840816667
1298,3.979,1,1,2.840816667
1299,3.979,1.001,1,2.840816667
1300,3.979,1.001,1,2.840816667
1301,3.979,1.002,1,2.840816667
1302,3.979,1.002,1,2.840816667
1303,3.979,1.001,1,2.840816667
1304,3.979,1,1,2.840816667
1305,3.979,1.001,1,2.840816667
1306,3.979,1,1,2.840816667
1307,3.979,1,1,2.840816667
1308,3.979,0.999,1,2.840816667
1309,3.979,0.999,1,2.840816667
1310,3.978,0.997,1,2.840816667
1311,3.978,0.997,1,2.840816667
1312,3.978,0.997,1,2.840816667
1313,3.978,0.996,1,2.840816667
1314,3.978,0.996,1,2.840816667
1315,3.978,0.996,1,2.840816667
1316,3.978,0.997,1,2.840816667
1317,3.978,0.997,1,2.840816667
1318,3.978,0.997,1,2.840816667
1319,3.978,0.998,1,2.840816667
1320,3.978,0.999,1,2.840816667
1321,3.978,0.999,1,2.840816667
1322,3.978,0.999,1,2.840816667
1323,3.978,0.999,1,2.840816667
1324,3.978,1,1,2.840816667
1325,3.978,1,1,2.840816667
1326,3.978,1.001,1,2.840816667
1327,3.978,1.001,1,2.840816667
1328,3.978,1.002,1,2.840816667
1329,3.978,1.002,1,2.840816667
1330,3.978,1.002,1,2.840816667
1331,3.978,1.001,1,2.840816667
1332,3.978,1.001,1,2.840816667
1333,3.977,1.001,1,2.840816667
1334,3.977,1.001,1,2.840816667
1335,3.977,1.001,1,2.840816667
1336,3.977,1,1,2.840816667
1337,3.977,1,1,2.840816667
1338,3.977,1,1,2.840816667
1339,3.977,1,1,2.840816667
1340,3.977,1,1,2.840816667
1341,3.977,1,1,2.840816667
1342,3.977,0.999,1,2.840816667
1343,3.977,0.999,1,2.840816667
1344,3.977,0.999,1,2.840816667
1345,3.977,0.998,1,2.840816667
1346,3.976,0.998,1,2.840816667
1347,3.976,0.997,1,2.840816667
1348,3.977,0.997,1,2.840816667
1349,3.976,0.997,1,2.840816667
1350,3.976,0.996,1,2.840816667
1351,3.976,0.997,1,2.840816667
1352,3.976,0.996,1,2.840816667
1353,3.976,0.996,1,2.840816667
1354,3.976,0.997,1,2.840816667
1355,3.976,0.996,1,2.840816667
1356,3.976,0.997,1,2.840816667
1357,3.976,0.997,1,2.840816667
1358,3.976,0.997,1,2.840816667
1359,3.976,0.998,1,2.840816667
1360,3.976,0.998,1,2.840816667
1361,3.976,0.998,1,2.840816667
1362,3.976,0.998,1,2.840816667
1363,3.976,1,1,2.840816667
1364,3.976,1,1,2.840816667
1365,3.976,1.001,1,2.840816667
1366,3.976,1.001,1,2.840816667
1367,3.976,1.001,1,2.840816667
1368,3.976,1.002,1,2.840816667
1369,3.976,1.002,1,2.840816667
1370,3.976,1.002,1,2.840816667
1371,3.975,1.001,1,2.840816667
1372,3.975,1.001,1,2.840816667
1373,3.975,1.001,1,2.840816667
1374,3.975,1,1,2.840816667
1375,3.975,0.999,1,2.840816667
1376,3.975,0.999,1,2.840816667
1377,3.975,0.998,1,2.840816667
1378,3.975,0.997,1,2.840816667
1379,3.975,0.996,1,2.840816667
1380,3.975,0.996,1,2.840816667
1381,3.975,0.996,1,2.840816667
1382,3.975,0.997,1,2.840816667
1383,3.974,0.997,1,2.840816667
1384,3.975,0.998,1,2.840816667
1385,3.974,0.998,1,2.840816667
1386,3.975,0.999,1,2.840816667
1387,3.974,0.999,1,2.840816667
1388,3.974,1,1,2.840816667
1389,3.974,1,1,2.840816667
1390,3.974,1.001,1,2.840816667
1391,3.974,1.002,1,2.840816667
1392,3.974,1.002,1,2.840816667
1393,3.974,1.002,1,2.840816667
1394,3.974,1.002,1,2.840816667
1395,3.974,1.001,1,2.840816667
1396,3.974,1.001,1,2.840816667
1397,3.974,1,1,2.840816667
1398,3.974,0.999,1,2.840816667
1399,3.974,0.998,1,2.840816667
1400,3.974,0.997,1,2.840816667
1401,3.973,0.997,1,2.840816667
1402,3.973,0.996,1,2.840816667
1403,3.973,0.996,1,2.840816667
1404,3.973,0.997,1,2.840816667
1405,3.973,0.997,1,2.840816667
1406,3.973,0.997,1,2.840816667
1407,3.973,0.998,1,2.840816667
1408,3.973,0.999,1,2.840816667
1409,3.973,1,1,2.840816667
1410,3.973,1.001,1,2.840816667
1411,3.973,1.002,1,2.840816667
1412,3.973,1.002,1,2.840816667
1413,3.973,1.001,1,2.840816667
1414,3.973,1,1,2.840816667
1415,3.973,1,1,2.840816667
1416,3.973,0.998,1,2.840816667
1417,3.972,0.998,1,2.840816667
1418,3.972,0.997,1,2.840816667
1419,3.972,0.997,1,2.840816667
1420,3.972,0.996,1,2.840816667
1421,3.972,0.997,1,2.840816667
1422,3.972,0.997,1,2.840816667
1423,3.972,0.998,1,2.840816667
1424,3.972,0.999,1,2.840816667
1425,3.972,1,1,2.840816667
1426,3.972,1.001,1,2.840816667
1427,3.972,1.002,1,2.840816667
1428,3.972,1.002,1,2.840816667
1429,3.972,1.002,1,2.840816667
1430,3.972,1.001,1,2.840816667
1431,3.972,1,1,2.840816667
1432,3.972,1,1,2.840816667
1433,3.972,0.999,1,2.840816667
1434,3.972,0.998,1,2.840816667
1435,3.972,0.997,1,2.840816667
1436,3.971,0.996,1,2.840816667
1437,3.971,0.996,1,2.840816667
1438,3.971,0.997,1,2.840816667
1439,3.971,0.997,1,2.840816667
1440,3.971,0.997,1,2.840816667
1441,3.971,0.998,1,2.840816667
1442,3.971,0.998,1,2.840816667
1443,3.971,0.999,1,2.840816667
1444,3.971,1,1,2.840816667
1445,3.971,1.001,1,2.840816667
1446,3.971,1.002,1,2.840816667
1447,3.971,1.002,1,2.840816667
1448,3.971,1.001,1,2.840816667
1449,3.971,1.001,1,2.840816667
1450,3.971,1,1,2.840816667
1451,3.971,1,1,2.840816667
1452,3.971,0.998,1,2.840816667
1453,3.97,0.998,1,2.840816667
1454,3.97,0.996,1,2.840816667
1455,3.97,0.996,1,2.840816667
1456,3.97,0.996,1,2.840816667
1457,3.97,0.997,1,2.840816667
1458,3.97,0.998,1,2.840816667
1459,3.97,0.999,1,2.840816667
1460,3.97,1,1,2.840816667
1461,3.97,1.001,1,2.840816667
1462,3.97,1.002,1,2.840816667
1463,3.97,1.002,1,2.840816667
1464,3.97,1.001,1,2.840816667
1465,3.97,1.001,1,2.840816667
1466,3.97,0.999,1,2.840816667
1467,3.97,0.999,1,2.840816667
1468,3.969,0.997,1,2.840816667
1469,3.969,0.997,1,2.840816667
1470,3.969,0.997,1,2.840816667
1471,3.969,0.997,1,2.840816667
