province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Bermuda,United Kingdom,2021-03-17,32.3078,-64.7505,POINT(-64.7505 32.3078),740,12,699,29,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-17,18.2206,-63.0686,POINT(-63.0686 18.2206),21,0,18,3,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-16,52.1307,-3.7837,POINT(-3.7837 52.1307),206795,5455,0,201340,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-16,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-16,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2250,15,2109,126,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-16,56.4907,-4.2026,POINT(-4.2026 56.4907),210605,7517,0,203088,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-16,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-16,54.7877,-6.4923,POINT(-6.4923 54.7877),115181,2100,0,113081,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-16,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-16,54.2361,-4.5481,POINT(-4.5481 54.2361),1351,26,430,895,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-16,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-16,52.3555,-1.1743,POINT(-1.1743 52.3555),3736240,110618,0,3625622,,,"England, United Kingdom"
Gibraltar,United Kingdom,2021-03-16,36.1408,-5.3536,POINT(-5.3536 36.1408),4270,94,4143,33,,,"Gibraltar, United Kingdom"
Channel Islands,United Kingdom,2021-03-16,49.3723,-2.3644,POINT(-2.3644 49.3723),4045,86,3965,-6,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-16,19.3133,-81.2546,POINT(-81.2546 19.3133),474,2,441,31,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-16,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-16,32.3078,-64.7505,POINT(-64.7505 32.3078),740,12,699,29,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-16,18.2206,-63.0686,POINT(-63.0686 18.2206),21,0,18,3,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-15,52.1307,-3.7837,POINT(-3.7837 52.1307),206653,5454,0,201199,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-15,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-15,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2233,15,2098,120,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-15,56.4907,-4.2026,POINT(-4.2026 56.4907),210008,7510,0,202498,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-15,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-15,54.7877,-6.4923,POINT(-6.4923 54.7877),115017,2099,0,112918,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-15,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,18,1,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-15,54.2361,-4.5481,POINT(-4.5481 54.2361),1307,26,430,851,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-15,36.1408,-5.3536,POINT(-5.3536 36.1408),4263,94,4143,26,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-15,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-15,52.3555,-1.1743,POINT(-1.1743 52.3555),3731849,110517,0,3621332,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-15,49.3723,-2.3644,POINT(-2.3644 49.3723),4044,86,3965,-7,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-15,19.3133,-81.2546,POINT(-81.2546 19.3133),474,2,437,35,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-15,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-15,32.3078,-64.7505,POINT(-64.7505 32.3078),740,12,699,29,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-15,18.2206,-63.0686,POINT(-63.0686 18.2206),21,0,18,3,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-14,52.1307,-3.7837,POINT(-3.7837 52.1307),206405,5452,0,200953,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-14,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-14,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2233,15,2097,121,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-14,56.4907,-4.2026,POINT(-4.2026 56.4907),209552,7510,0,202042,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-14,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-14,54.7877,-6.4923,POINT(-6.4923 54.7877),114896,2098,0,112798,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-14,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,18,1,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-14,54.2361,-4.5481,POINT(-4.5481 54.2361),1278,26,430,822,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-14,36.1408,-5.3536,POINT(-5.3536 36.1408),4263,94,4143,26,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-14,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-14,52.3555,-1.1743,POINT(-1.1743 52.3555),3727585,110456,0,3617129,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-14,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3955,2,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-14,19.3133,-81.2546,POINT(-81.2546 19.3133),468,2,430,36,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-14,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-14,32.3078,-64.7505,POINT(-64.7505 32.3078),735,12,692,31,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-14,18.2206,-63.0686,POINT(-63.0686 18.2206),21,0,18,3,,,"Anguilla, United Kingdom"
Unknown,United Kingdom,2021-03-13,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-13,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2200,15,2081,104,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-13,56.4907,-4.2026,POINT(-4.2026 56.4907),209068,7508,0,201560,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-03-13,54.7877,-6.4923,POINT(-6.4923 54.7877),114753,2098,0,112655,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-03-13,54.2361,-4.5481,POINT(-4.5481 54.2361),1234,26,424,784,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-13,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-13,52.3555,-1.1743,POINT(-1.1743 52.3555),3723811,110416,0,3613395,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-13,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3955,2,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-13,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-13,32.3078,-64.7505,POINT(-64.7505 32.3078),735,12,692,31,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-13,18.2206,-63.0686,POINT(-63.0686 18.2206),21,0,18,3,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-03-13,19.3133,-81.2546,POINT(-81.2546 19.3133),468,2,430,36,,,"Cayman Islands, United Kingdom"
Montserrat,United Kingdom,2021-03-13,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,18,1,,,"Montserrat, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-13,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Wales,United Kingdom,2021-03-13,52.1307,-3.7837,POINT(-3.7837 52.1307),206188,5442,0,200746,,,"Wales, United Kingdom"
Gibraltar,United Kingdom,2021-03-13,36.1408,-5.3536,POINT(-5.3536 36.1408),4263,94,4142,27,,,"Gibraltar, United Kingdom"
Wales,United Kingdom,2021-03-12,52.1307,-3.7837,POINT(-3.7837 52.1307),205978,5436,0,200542,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-12,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-03-12,56.4907,-4.2026,POINT(-4.2026 56.4907),208429,7500,0,200929,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-12,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-12,54.7877,-6.4923,POINT(-6.4923 54.7877),114607,2097,0,112510,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-03-12,54.2361,-4.5481,POINT(-4.5481 54.2361),1157,26,424,707,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-12,36.1408,-5.3536,POINT(-5.3536 36.1408),4263,93,4140,30,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-12,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-12,52.3555,-1.1743,POINT(-1.1743 52.3555),3719272,110310,0,3608962,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-12,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3955,2,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-12,19.3133,-81.2546,POINT(-81.2546 19.3133),468,2,430,36,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-12,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-12,32.3078,-64.7505,POINT(-64.7505 32.3078),732,12,692,28,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-12,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Montserrat,United Kingdom,2021-03-12,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,18,1,,,"Montserrat, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-12,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2200,15,2081,104,,,"Turks and Caicos Islands, United Kingdom"
Anguilla,United Kingdom,2021-03-11,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-11,52.1307,-3.7837,POINT(-3.7837 52.1307),205788,5424,0,200364,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-11,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-11,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2200,15,2081,104,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-11,56.4907,-4.2026,POINT(-4.2026 56.4907),207747,7483,0,200264,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-11,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-11,54.7877,-6.4923,POINT(-6.4923 54.7877),114399,2096,0,112303,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-11,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,18,1,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-11,54.2361,-4.5481,POINT(-4.5481 54.2361),1091,25,422,644,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-11,36.1408,-5.3536,POINT(-5.3536 36.1408),4259,93,4139,27,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-11,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-11,52.3555,-1.1743,POINT(-1.1743 52.3555),3713743,110165,0,3603578,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-11,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3955,2,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-11,19.3133,-81.2546,POINT(-81.2546 19.3133),463,2,430,31,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-11,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-11,32.3078,-64.7505,POINT(-64.7505 32.3078),732,12,692,28,,,"Bermuda, United Kingdom"
Wales,United Kingdom,2021-03-10,52.1307,-3.7837,POINT(-3.7837 52.1307),205593,5412,0,200181,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-10,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-10,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2190,15,2071,104,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-10,56.4907,-4.2026,POINT(-4.2026 56.4907),207156,7461,0,199695,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-10,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-10,54.7877,-6.4923,POINT(-6.4923 54.7877),114176,2087,0,112089,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-10,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,14,5,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-10,54.2361,-4.5481,POINT(-4.5481 54.2361),1026,25,417,584,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-10,36.1408,-5.3536,POINT(-5.3536 36.1408),4256,93,4139,24,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-10,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-10,52.3555,-1.1743,POINT(-1.1743 52.3555),3707999,110027,0,3597972,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-10,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3955,2,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-10,19.3133,-81.2546,POINT(-81.2546 19.3133),460,2,430,28,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-10,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-10,32.3078,-64.7505,POINT(-64.7505 32.3078),731,12,690,29,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-10,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-09,52.1307,-3.7837,POINT(-3.7837 52.1307),205368,5406,0,199962,,,"Wales, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-09,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2177,15,2020,142,,,"Turks and Caicos Islands, United Kingdom"
Unknown,United Kingdom,2021-03-09,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-03-09,56.4907,-4.2026,POINT(-4.2026 56.4907),206465,7441,0,199024,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-09,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-09,54.7877,-6.4923,POINT(-6.4923 54.7877),114029,2079,0,111950,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-09,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,14,5,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-09,54.2361,-4.5481,POINT(-4.5481 54.2361),952,25,417,510,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-09,36.1408,-5.3536,POINT(-5.3536 36.1408),4255,93,4136,26,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-09,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,54,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-09,52.3555,-1.1743,POINT(-1.1743 52.3555),3703136,109871,0,3593265,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-09,49.3723,-2.3644,POINT(-2.3644 49.3723),4043,86,3958,,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-09,19.3133,-81.2546,POINT(-81.2546 19.3133),460,2,426,32,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-09,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-09,32.3078,-64.7505,POINT(-64.7505 32.3078),724,12,690,22,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-09,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Gibraltar,United Kingdom,2021-03-08,36.1408,-5.3536,POINT(-5.3536 36.1408),4249,93,4134,22,,,"Gibraltar, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-08,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Cayman Islands,United Kingdom,2021-03-08,19.3133,-81.2546,POINT(-81.2546 19.3133),451,2,426,23,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-03-08,52.1307,-3.7837,POINT(-3.7837 52.1307),205202,5403,0,199799,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-08,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-08,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2177,15,2020,142,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-08,56.4907,-4.2026,POINT(-4.2026 56.4907),205999,7422,0,198577,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-03-08,54.7877,-6.4923,POINT(-6.4923 54.7877),113789,2077,0,111712,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-08,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,14,5,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-08,54.2361,-4.5481,POINT(-4.5481 54.2361),865,25,417,423,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-08,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-08,52.3555,-1.1743,POINT(-1.1743 52.3555),3698242,109664,0,3588578,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-08,49.3723,-2.3644,POINT(-2.3644 49.3723),4042,86,3948,8,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-08,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-08,32.3078,-64.7505,POINT(-64.7505 32.3078),724,12,690,22,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-08,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-07,52.1307,-3.7837,POINT(-3.7837 52.1307),205038,5403,0,199635,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-07,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-07,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2177,15,2020,142,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-07,56.4907,-4.2026,POINT(-4.2026 56.4907),205498,7421,0,198077,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-07,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-07,54.7877,-6.4923,POINT(-6.4923 54.7877),113645,2075,0,111570,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-07,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,14,5,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-07,54.2361,-4.5481,POINT(-4.5481 54.2361),757,25,417,315,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-07,36.1408,-5.3536,POINT(-5.3536 36.1408),4249,93,4134,22,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-07,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-07,52.3555,-1.1743,POINT(-1.1743 52.3555),3694339,109602,0,3584737,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-07,49.3723,-2.3644,POINT(-2.3644 49.3723),4041,86,3948,7,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-07,19.3133,-81.2546,POINT(-81.2546 19.3133),451,2,426,23,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-07,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-07,32.3078,-64.7505,POINT(-64.7505 32.3078),722,12,688,22,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-07,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-06,52.1307,-3.7837,POINT(-3.7837 52.1307),204886,5385,0,199501,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-06,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-06,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2177,15,2020,142,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-06,56.4907,-4.2026,POINT(-4.2026 56.4907),205108,7421,0,197687,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-06,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-06,54.7877,-6.4923,POINT(-6.4923 54.7877),113507,2072,0,111435,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-06,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,14,5,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-03-06,54.2361,-4.5481,POINT(-4.5481 54.2361),676,25,417,234,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-03-06,36.1408,-5.3536,POINT(-5.3536 36.1408),4247,93,4132,22,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-03-06,-51.7963,-59.5236,POINT(-59.5236 -51.7963),54,0,51,3,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-03-06,52.3555,-1.1743,POINT(-1.1743 52.3555),3689842,109541,0,3580301,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-03-06,49.3723,-2.3644,POINT(-2.3644 49.3723),4041,86,3948,7,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-03-06,19.3133,-81.2546,POINT(-81.2546 19.3133),451,2,426,23,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-03-06,18.4207,-64.64,POINT(-64.64 18.4207),153,1,131,21,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-03-06,32.3078,-64.7505,POINT(-64.7505 32.3078),722,12,688,22,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-03-06,18.2206,-63.0686,POINT(-63.0686 18.2206),18,0,18,0,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-03-05,52.1307,-3.7837,POINT(-3.7837 52.1307),204692,5378,0,199314,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-03-05,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-03-05,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2172,14,2007,151,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-03-05,56.4907,-4.2026,POINT(-4.2026 56.4907),204553,7409,0,197144,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-05,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-03-05,54.7877,-6.4923,POINT(-6.4923 54.7877),113335,2068,0,111267,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-03-05,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,13,6,,,"Montserrat, United Kingdom"
